0.9173 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.1206 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
9.6977 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fec09ab9fd0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7feba9d9caf0>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.6979 	EXP 	window1: mouseVisible = True
9.6988 	EXP 	window1: mouseVisible = False
9.6988 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.6989 	EXP 	window1: recordFrameIntervals = False
9.8639 	EXP 	window1: recordFrameIntervals = True
10.0483 	EXP 	Screen (0) actual frame rate measured at 59.60Hz
10.0483 	EXP 	window1: recordFrameIntervals = False
11.7727 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.7849 	EXP 	window1: mouseVisible = True
11.8395 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Familiar', 'Unfamiliar'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
11.8400 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.8693 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='Click to Submit', units='height', win=Window(...), wrapWidth=1)
11.8694 	EXP 	window1: mouseVisible = True
11.8742 	EXP 	Imported /Users/tanmayikalapatapu/Downloads/study_word file.xlsx as conditions, 5 conditions, 1 params
11.8764 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
11.8767 	EXP 	New trial (rep=0, index=0): {'study_word': 'tiger'}
12.0625 	EXP 	slider: autoLog = True
12.0625 	EXP 	slider: markerPos = None
12.0625 	EXP 	slider: styleTweaks = []
12.0625 	EXP 	slider: styleTweaks = []
12.0625 	EXP 	slider: styleTweaks = []
12.0625 	EXP 	slider: styleTweaks = []
12.0625 	EXP 	slider: contrast = 1.0
12.0625 	EXP 	slider: autoLog = True
12.0625 	EXP 	textbox: autoLog = True
12.0625 	EXP 	text: height = 0.05
12.0625 	EXP 	text: height = 0.05
12.0625 	EXP 	text: height = 0.05
12.0625 	EXP 	text: text = 'tiger'
12.0625 	EXP 	slider: markerPos = None
12.0625 	EXP 	slider: markerPos = None
12.0625 	EXP 	text: autoDraw = True
12.0625 	EXP 	slider: autoDraw = True
14.1165 	DATA 	Mouse: Left button down, pos=(272,178)
14.1467 	EXP 	slider: markerPos = 1.008888888888889
14.1635 	EXP 	slider: markerPos = 1.008888888888889
14.1801 	EXP 	slider: markerPos = 1.008888888888889
14.1969 	EXP 	slider: markerPos = 1.008888888888889
14.2136 	EXP 	slider: markerPos = 1.008888888888889
14.2178 	DATA 	Mouse:  Left button up, pos=(272,178)
14.2299 	EXP 	slider: markerPos = 1.008888888888889
14.2466 	EXP 	slider: markerPos = 1.008888888888889
14.2477 	EXP 	New trial (rep=0, index=1): {'study_word': 'cushion'}
14.2631 	EXP 	text: autoDraw = False
14.2631 	EXP 	slider: autoDraw = False
14.2631 	EXP 	text: height = 0.05
14.2631 	EXP 	text: height = 0.05
14.2631 	EXP 	text: height = 0.05
14.2631 	EXP 	text: text = 'cushion'
14.2631 	EXP 	slider: markerPos = None
14.2631 	EXP 	slider: markerPos = None
14.2631 	EXP 	text: autoDraw = True
14.2631 	EXP 	slider: autoDraw = True
16.1840 	DATA 	Mouse: Left button down, pos=(272,178)
16.2137 	EXP 	slider: markerPos = 1.008888888888889
16.2300 	EXP 	slider: markerPos = 1.008888888888889
16.2467 	EXP 	slider: markerPos = 1.008888888888889
16.2632 	EXP 	slider: markerPos = 1.008888888888889
16.2800 	EXP 	slider: markerPos = 1.008888888888889
16.2966 	EXP 	slider: markerPos = 1.008888888888889
16.3006 	DATA 	Mouse:  Left button up, pos=(272,178)
16.3135 	EXP 	slider: markerPos = 1.008888888888889
16.3302 	EXP 	slider: markerPos = 1.008888888888889
16.3311 	EXP 	New trial (rep=0, index=2): {'study_word': 'piano'}
16.3466 	EXP 	text: autoDraw = False
16.3466 	EXP 	slider: autoDraw = False
16.3466 	EXP 	text: height = 0.05
16.3466 	EXP 	text: height = 0.05
16.3466 	EXP 	text: height = 0.05
16.3466 	EXP 	text: text = 'piano'
16.3466 	EXP 	slider: markerPos = None
16.3466 	EXP 	slider: markerPos = None
16.3466 	EXP 	text: autoDraw = True
16.3466 	EXP 	slider: autoDraw = True
17.2166 	DATA 	Mouse: Left button down, pos=(272,178)
17.2469 	EXP 	slider: markerPos = 1.008888888888889
17.2638 	EXP 	slider: markerPos = 1.008888888888889
17.2803 	EXP 	slider: markerPos = 1.008888888888889
17.2968 	EXP 	slider: markerPos = 1.008888888888889
17.3132 	EXP 	slider: markerPos = 1.008888888888889
17.3302 	EXP 	slider: markerPos = 1.008888888888889
17.3467 	EXP 	slider: markerPos = 1.008888888888889
17.3635 	EXP 	slider: markerPos = 1.008888888888889
17.3644 	DATA 	Mouse:  Left button up, pos=(272,178)
17.3801 	EXP 	slider: markerPos = 1.008888888888889
17.3810 	EXP 	New trial (rep=0, index=3): {'study_word': 'book'}
17.3967 	EXP 	text: autoDraw = False
17.3967 	EXP 	slider: autoDraw = False
17.3967 	EXP 	text: height = 0.05
17.3967 	EXP 	text: height = 0.05
17.3967 	EXP 	text: height = 0.05
17.3967 	EXP 	text: text = 'book'
17.3967 	EXP 	slider: markerPos = None
17.3967 	EXP 	slider: markerPos = None
17.3967 	EXP 	text: autoDraw = True
17.3967 	EXP 	slider: autoDraw = True
18.4670 	DATA 	Mouse: Left button down, pos=(272,178)
18.4966 	EXP 	slider: markerPos = 1.008888888888889
18.5133 	EXP 	slider: markerPos = 1.008888888888889
18.5300 	EXP 	slider: markerPos = 1.008888888888889
18.5468 	EXP 	slider: markerPos = 1.008888888888889
18.5636 	EXP 	slider: markerPos = 1.008888888888889
18.5802 	EXP 	slider: markerPos = 1.008888888888889
18.5843 	DATA 	Mouse:  Left button up, pos=(272,178)
18.5966 	EXP 	slider: markerPos = 1.008888888888889
18.6134 	EXP 	slider: markerPos = 1.008888888888889
18.6144 	EXP 	New trial (rep=0, index=4): {'study_word': 'vase'}
18.6301 	EXP 	text: autoDraw = False
18.6301 	EXP 	slider: autoDraw = False
18.6301 	EXP 	text: height = 0.05
18.6301 	EXP 	text: height = 0.05
18.6301 	EXP 	text: height = 0.05
18.6301 	EXP 	text: text = 'vase'
18.6301 	EXP 	slider: markerPos = None
18.6301 	EXP 	slider: markerPos = None
18.6301 	EXP 	text: autoDraw = True
18.6301 	EXP 	slider: autoDraw = True
20.0001 	DATA 	Mouse: Left button down, pos=(272,178)
20.0304 	EXP 	slider: markerPos = 1.008888888888889
20.0468 	EXP 	slider: markerPos = 1.008888888888889
20.0635 	EXP 	slider: markerPos = 1.008888888888889
20.0803 	EXP 	slider: markerPos = 1.008888888888889
20.0970 	EXP 	slider: markerPos = 1.008888888888889
20.1140 	EXP 	slider: markerPos = 1.008888888888889
20.1181 	DATA 	Mouse:  Left button up, pos=(272,178)
20.1303 	EXP 	slider: markerPos = 1.008888888888889
20.1467 	EXP 	slider: markerPos = 1.008888888888889
20.1522 	EXP 	Imported /Users/tanmayikalapatapu/Downloads/test_words.xlsx as conditions, 10 conditions, 1 params
20.1525 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
20.1527 	EXP 	New trial (rep=0, index=0): {'test': '_a_e'}
20.1691 	EXP 	text: autoDraw = False
20.1691 	EXP 	slider: autoDraw = False
20.1691 	EXP 	text_2: height = 0.05
20.1691 	EXP 	text_2: height = 0.05
20.1691 	EXP 	text_2: height = 0.05
20.1691 	EXP 	text_2: text = '_a_e'
20.1691 	EXP 	text_2: autoDraw = True
20.1691 	EXP 	textbox: autoDraw = True
20.1691 	EXP 	text_3: autoDraw = True
21.8716 	DATA 	Keypress: v
22.1157 	DATA 	Keypress: a
22.3047 	DATA 	Keypress: s
22.5714 	DATA 	Keypress: e
23.8493 	DATA 	Mouse: Left button down, pos=(783,178)
23.8656 	EXP 	New trial (rep=0, index=1): {'test': 'o_a_n_e'}
23.8802 	EXP 	text_2: autoDraw = False
23.8802 	EXP 	textbox: autoDraw = False
23.8802 	EXP 	text_3: autoDraw = False
23.8802 	EXP 	text_2: height = 0.05
23.8802 	EXP 	text_2: height = 0.05
23.8802 	EXP 	text_2: height = 0.05
23.8802 	EXP 	text_2: text = 'o_a_n_e'
23.8802 	EXP 	text_2: autoDraw = True
23.8802 	EXP 	textbox: autoDraw = True
23.8802 	EXP 	text_3: autoDraw = True
23.9161 	DATA 	Mouse:  Left button up, pos=(783,178)
25.6403 	DATA 	Keypress: o
25.8320 	DATA 	Keypress: r
28.0826 	DATA 	Keypress: a
28.2165 	DATA 	Keypress: n
28.4224 	DATA 	Keypress: g
28.5675 	DATA 	Keypress: e
29.4994 	DATA 	Mouse: Left button down, pos=(726,175)
29.5150 	EXP 	New trial (rep=0, index=2): {'test': '_ia_n_'}
29.5306 	EXP 	text_2: autoDraw = False
29.5306 	EXP 	textbox: autoDraw = False
29.5306 	EXP 	text_3: autoDraw = False
29.5306 	EXP 	text_2: height = 0.05
29.5306 	EXP 	text_2: height = 0.05
29.5306 	EXP 	text_2: height = 0.05
29.5306 	EXP 	text_2: text = '_ia_n_'
29.5306 	EXP 	text_2: autoDraw = True
29.5306 	EXP 	textbox: autoDraw = True
29.5306 	EXP 	text_3: autoDraw = True
29.5827 	DATA 	Mouse:  Left button up, pos=(726,175)
31.3902 	DATA 	Keypress: p
31.5847 	DATA 	Keypress: i
31.7176 	DATA 	Keypress: a
31.9175 	DATA 	Keypress: n
32.1322 	DATA 	Keypress: o
32.6680 	DATA 	Mouse: Left button down, pos=(726,175)
32.6824 	EXP 	New trial (rep=0, index=3): {'test': '_p_a_d_'}
32.6968 	EXP 	text_2: autoDraw = False
32.6968 	EXP 	textbox: autoDraw = False
32.6968 	EXP 	text_3: autoDraw = False
32.6968 	EXP 	text_2: height = 0.05
32.6968 	EXP 	text_2: height = 0.05
32.6968 	EXP 	text_2: height = 0.05
32.6968 	EXP 	text_2: text = '_p_a_d_'
32.6968 	EXP 	text_2: autoDraw = True
32.6968 	EXP 	textbox: autoDraw = True
32.6968 	EXP 	text_3: autoDraw = True
32.7499 	DATA 	Mouse:  Left button up, pos=(726,175)
39.1179 	DATA 	Mouse: Left button down, pos=(726,175)
39.1328 	EXP 	New trial (rep=0, index=4): {'test': 'c_s_h_o_n'}
